province,district,distid,yq,year,quarter,wave_anqar,gov_anqar,age_anqar,com_anqar,hea_anqar,com1,com2,com3,com3a,com3b,acts,acts_combat,acts_ci,acts_criminal,oti_d_s,oti_d_e,oti_d_m,oti_p_s,oti_p_e,nsp_d_s,nsp_d_e,nsp_d_m,nsp_p_s,nsp_p_e,lgcd_d_s,lgcd_d_e,lgcd_d_m,lgcd_p_s,lgcd_p_e,ai_d_s,orbat,eco_viirs,eco_dmsp,population,tot_d_s,tot_d_e,tot_d_m
Kabul,Kabul,101,2006q1,2006,1,,,,,,,,,,,202,12,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2008q3,2008,3,1,-0.270307439,,,,-0.047306482,,,,,171,17,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,16090,4017898,0,0,0
Kabul,Kabul,101,2006q4,2006,4,,,,,,,,,,,250,28,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2007q1,2007,1,,,,,,,,,,,164,15,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2012q2,2012,2,16,1.129625021,-0.111156473,0.450555609,0.581725,0.48635018,0.936626281,0.933333333,0.201826484,0.731506849,473,44,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59407996,21,,22609,4017898,0,0,0
Kabul,Kabul,101,2006q2,2006,2,,,,,,,,,,,499,19,25,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2009q2,2009,2,4,0.389373894,,,,0.368282941,,,,,158,29,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,18053,4017898,0,0,0
Kabul,Kabul,101,2008q1,2008,1,,,,,,,,,,,197,26,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,16090,4017898,0,0,0
Kabul,Kabul,101,2013q1,2013,1,19,1.040006528,-0.433707878,0.297701678,0.243625051,0.471897925,0.525379038,0.928479381,0.193298969,0.735180412,586,17,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50901168,21,,21999,4017898,0,0,0
Kabul,Kabul,101,2009q3,2009,3,5,0.101374808,,,,-0.083513363,,,,,237,49,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,18053,4017898,0,0,0
Kabul,Kabul,101,2012q3,2012,3,17,0.597549604,-0.618959107,0.150168148,0.402970967,0.284232528,0.386920981,0.918331885,0.180712424,0.737619461,493,24,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52271948,20,,22609,4017898,0,0,0
Kabul,Kabul,101,2011q4,2011,4,14,0.590954375,-0.39172564,-0.096781676,0.668388589,0.112833323,0.100936524,0.870503597,0.233299075,0.637204522,412,34,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87180172,19,,20951,4017898,0,0,0
Kabul,Kabul,101,2016q1,2016,1,,,,,,,,,,,,,,,0,0,0,0,0,0,332952,95618.10011,0,11,0,0,0,0,0,40977996,9,22492.60182,,4017898,0,332952,95618.10011
Kabul,Kabul,101,2014q2,2014,2,24,1.376142032,-0.630987335,0.409200406,0.699284874,0.689525675,0.626806833,0.907810499,0.149807939,0.758002561,1003,35,3,19,1352703.415,372201.2857,1052475.239,26,5,1563727,158424,487706.25299999997,31,3,0,0,0,0,0,51544297,9,11993.4762,,4017898,2916430.415,530625.2857,1540181.4919999999
Kabul,Kabul,101,2016q3,2016,3,,,,,,,,,,,,,,,0,0,0,0,0,0,46324,13897.199709999999,0,1,0,0,0,0,0,22080303,,,,4017898,0,46324,13897.199709999999
Kabul,Kabul,101,2014q1,2014,1,23,1.143122889,-0.476309777,0.279481601,,0.516852356,0.479947403,0.915100454,0.217109527,0.697990927,721,31,2,22,1442708.282,127188.16,739865.3781,11,3,229453,0,218609.1457,7,0,0,0,0,0,0,42949832,15,13472.5859,,4017898,1672161.282,127188.16,958474.5237
Kabul,Kabul,101,2013q4,2013,4,22,1.224080994,-0.175432196,0.272300533,,0.533362143,0.396856582,0.917419355,0.179354839,0.738064516,852,42,2,19,286294.4857,111340.13,249672.1643,7,1,570455,0,168598.0226,12,0,0,0,0,0,0,46796708,15,,21999,4017898,856749.4857,111340.13,418270.1869
Kabul,Kabul,101,2014q3,2014,3,25,0.909699348,-0.654852429,,,0.537331484,0.829833454,,,,1339,70,4,46,1936359.05,2627058.1119999997,3969908.845,43,50,763750,193953,747663.7413,20,4,0,0,0,0,0,36012355,13,20693.40122,,4017898,2700109.05,2821011.1119999997,4717572.587
Kabul,Kabul,101,2011q2,2011,2,12,-0.121759897,-0.689422303,-0.42934485,,0.139056117,-0.343007916,0.722438392,0.356679637,0.365758755,426,23,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91490708,14,,20951,4017898,0,0,0
Kabul,Kabul,101,2005q2,2005,2,,,,,,,,,,,77,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2005q1,2005,1,,,,,,,,,,,116,6,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2014q4,2014,4,26,0.694654092,-0.803824695,0.425593219,0.573156216,0.354940849,1.05631068,0.940662086,0.218613367,0.72204872,1309,55,1,36,185387,1891617.675,731636.4670000001,2,29,241678,520968,810217.9387,6,11,0,0,0,0,0,42946600,13,19272.384140000002,,4017898,427065,2412585.675,1541854.406
Kabul,Kabul,101,2004q3,2004,3,,,,,,,,,,,40,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2004q1,2004,1,,,,,,,,,,,34,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2003q3,2003,3,,,,,,,,,,,26,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2002q4,2002,4,,,,,,,,,,,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2003q1,2003,1,,,,,,,,,,,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2016q2,2016,2,,,,,,,,,,,,,,,0,0,0,0,0,0,58190,23072.27582,0,2,0,0,0,0,0,34393890,4,,,4017898,0,58190,23072.27582
Kabul,Kabul,101,2004q4,2004,4,,,,,,,,,,,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2010q1,2010,1,7,0.908974646,-0.597084859,,,0.39858438,,,,,347,16,19,18,0,0,0,0,0,0,0,0,0,0,179109,0,39164.97339,3,0,94877574,7,,22557,4017898,179109,0,39164.97339
Kabul,Kabul,101,2005q3,2005,3,,,,,,,,,,,101,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2009q1,2009,1,3,0.301888733,,,0.410695656,0.128651153,,,,,127,25,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,18053,4017898,0,0,0
Kabul,Kabul,101,2008q2,2008,2,,,,,,,,,,,190,44,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,16090,4017898,0,0,0
Kabul,Kabul,101,2012q4,2012,4,18,1.151422916,-0.332994277,0.314693062,0.303503683,0.535218647,0.555910543,0.909830933,0.231058234,0.678772699,448,28,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52665675,19,,22609,4017898,0,0,0
Kabul,Kabul,101,2011q3,2011,3,13,0.557352305,-0.494244026,-0.187454261,,0.277067693,-0.254644809,0.832093518,0.365568544,0.466524973,478,33,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93264190,12,,20951,4017898,0,0,0
Kabul,Kabul,101,2010q4,2010,4,10,,,,,,,,,,412,11,1,22,0,0,0,0,0,0,0,0,0,0,694109.61,489339.25,984874.7454,6,4,64331700,6,,22557,4017898,694109.61,489339.25,984874.7454
Kabul,Kabul,101,2015q2,2015,2,,,,,,,,,,,,,,,0,95793.66667,329579.6929,0,2,267592,788083,576685.5178,6,16,0,0,0,0,0,29428296,15,20604.29649,,4017898,267592,883876.6667,906265.2107
Kabul,Kabul,101,2004q2,2004,2,,,,,,,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2010q3,2010,3,9,0.537637099,0.224807859,,-0.069707011,0.350916893,,,,,362,17,5,14,0,0,0,0,0,0,0,0,0,0,139515,46309,185869.01,2,1,69559663,5,,22557,4017898,139515,46309,185869.01
Kabul,Kabul,101,2007q3,2007,3,,,,,,,,,,,276,19,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2002q3,2002,3,,,,,,,,,,,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2008q4,2008,4,2,-0.644670476,,,0.742460545,-0.356305064,,,,,136,31,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,16090,4017898,0,0,0
Kabul,Kabul,101,2015q1,2015,1,,,,,,,,,,,221,13,0,1,535544.5768,0,247866.4614,9,0,51283,365524,610471.2804,1,8,0,0,0,0,0,39210295,12,15517.074830000001,,4017898,586827.5768,365524,858337.7418
Kabul,Kabul,101,2009q4,2009,4,6,0.756537009,-0.306096653,,,0.374579254,,,,,253,21,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,,18053,4017898,0,0,0
Kabul,Kabul,101,2013q2,2013,2,20,1.046652777,-0.529376563,0.303276965,0.331348358,0.470666833,0.50596817,0.942394822,0.15987055,0.782524272,701,15,5,24,26461.6,26461.6,52923.19922,1,1,0,0,0,0,0,0,0,0,0,0,50379573,21,,21999,4017898,26461.6,26461.6,52923.19922
Kabul,Kabul,101,2007q2,2007,2,,,,,,,,,,,225,34,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2013q3,2013,3,21,1.338566638,-0.485107834,0.366121643,0.54323645,0.574146712,0.587458746,0.92815534,0.18381877,0.74433657,713,37,7,26,161164.5,49824.37,155318.8086,2,1,148529,0,23613.222169999997,3,0,0,0,0,0,0,60048539,15,,21999,4017898,309693.5,49824.37,178932.0308
Kabul,Kabul,101,2002q1,2002,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2007q4,2007,4,,,,,,,,,,,163,16,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2006q3,2006,3,,,,,,,,,,,146,40,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2010q2,2010,2,8,0.771343637,0.219637659,,,0.482567386,,,,,409,17,31,12,0,0,0,0,0,0,0,0,0,0,0,9993,56641.010010000005,0,1,68299722,6,,22557,4017898,0,9993,56641.010010000005
Kabul,Kabul,101,2003q4,2003,4,,,,,,,,,,,54,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2015q3,2015,3,,,,,,,,,,,,,,,0,590137.9102,204970.7163,0,8,157661,1198423,464466.5241,5,27,0,0,0,0,0,29617163,12,19722.23256,,4017898,157661,1788560.91,669437.2404
Kabul,Kabul,101,2002q2,2002,2,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2015q4,2015,4,,,,,,,,,,,,,,,0,35000,5000,0,1,46324,377611,209172.72699999998,1,9,0,0,0,0,0,35035677,12,22492.60182,,4017898,46324,412611,214172.72699999998
Kabul,Kabul,101,2012q1,2012,1,15,0.58363131,-0.717645659,-0.13304914,0.695189029,0.19088787,0.038065844,0.825396825,0.243055556,0.58234127,293,12,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82797093,21,,22609,4017898,0,0,0
Kabul,Kabul,101,2005q4,2005,4,,,,,,,,,,,140,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Kabul,101,2011q1,2011,1,11,-0.031553856,-0.18968935,,,0.225229406,,0.801639344,0.17704918,0.624590164,478,14,4,33,0,0,0,0,0,0,0,0,0,0,0,467092.36,313525.697,0,5,121177362,9,,20951,4017898,0,467092.36,313525.697
Kabul,Kabul,101,2003q2,2003,2,,,,,,,,,,,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4017898,0,0,0
Kabul,Dih Sabz,102,2005q4,2005,4,,,,,,,,,,,4,0,0,1,0,0,0,0,0,210135,11685,189398.9606,17,1,0,0,0,0,0,,,,,32019,210135,11685,189398.9606
Kabul,Dih Sabz,102,2005q3,2005,3,,,,,,,,,,,5,0,0,1,0,0,0,0,0,368879,0,113231.9955,20,0,0,0,0,0,0,,,,,32019,368879,0,113231.9955
Kabul,Dih Sabz,102,2008q1,2008,1,,,,,,,,,,,16,5,2,1,0,0,0,0,0,42820,153969,99052.22287,5,6,0,0,0,0,0,,,,2054,32019,42820,153969,99052.22287
Kabul,Dih Sabz,102,2009q1,2009,1,3,-0.198704828,,,0.839717688,-0.179594688,,,,,7,3,0,0,0,0,0,0,0,0,54674,11852.51135,0,3,0,0,0,0,0,,0,,1633,32019,0,54674,11852.51135
Kabul,Dih Sabz,102,2012q2,2012,2,16,1.368725749,1.416520728,0.196524101,-0.549014208,-0.658767092,1.266666667,1,0.8125,0.1875,32,3,0,0,0,0,0,0,0,579726,43221,207107.7783,17,6,0,0,0,0,0,12971,9,,6287,32019,579726,43221,207107.7783
Kabul,Dih Sabz,102,2013q2,2013,2,20,1.465203454,-0.773525459,0.827381108,-1.510443982,1.043925003,0.666666667,1,0.0625,0.9375,67,6,0,3,0,0,0,0,0,37881,498923,235261.2372,3,14,0,0,0,0,0,9753,19,,4462,32019,37881,498923,235261.2372
Kabul,Dih Sabz,102,2007q2,2007,2,,,,,,,,,,,11,3,1,2,0,0,0,0,0,65524,37414,110390.4409,5,3,0,0,0,0,0,,,,,32019,65524,37414,110390.4409
Kabul,Dih Sabz,102,2003q2,2003,2,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2006q3,2006,3,,,,,,,,,,,5,3,0,0,0,0,0,0,0,0,138998,76517.1034,0,8,0,0,0,0,0,,,,,32019,0,138998,76517.1034
Kabul,Dih Sabz,102,2003q3,2003,3,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2004q3,2004,3,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2016q1,2016,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158669,3,1564.861263,,32019,0,0,0
Kabul,Dih Sabz,102,2014q3,2014,3,25,1.634724259,1.509221095,,,0.756976041,1.806451613,,,,110,4,0,0,0,0,6629.77002,0,0,0,151548,45360.39897,0,8,0,0,0,0,0,26247,18,1760.767626,,32019,0,151548,51990.16899
Kabul,Dih Sabz,102,2007q4,2007,4,,,,,,,,,,,13,3,4,1,0,0,0,0,0,86296,123038,144524.3369,7,7,0,0,0,0,0,,,,,32019,86296,123038,144524.3369
Kabul,Dih Sabz,102,2009q4,2009,4,6,0.47004206,-0.187908713,,,-0.809149759,,,,,25,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1633,32019,0,0,0
Kabul,Dih Sabz,102,2002q2,2002,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2012q3,2012,3,17,0.517602968,-0.460661718,0.049663338,-1.510443982,0.379150967,-0.3125,1,0.0625,0.9375,25,1,0,1,0,0,0,0,0,199273,112429,251824.0073,9,6,0,0,0,0,0,10994,11,,6287,32019,199273,112429,251824.0073
Kabul,Dih Sabz,102,2013q1,2013,1,19,1.516133421,-0.085225229,0.389093419,-1.947457515,0.346981389,0.967741935,0.90625,0.65625,0.25,34,2,0,0,0,0,0,0,0,38088,135218,244561.2064,1,3,0,0,0,0,0,6584,21,,4462,32019,38088,135218,244561.2064
Kabul,Dih Sabz,102,2011q3,2011,3,13,0.835786562,1.031457662,0.322282097,,0.536038588,0.5,0.933333333,0.5,0.433333333,25,7,0,1,0,0,0,0,0,124314,0,146461.7382,2,0,0,0,0,0,0,285386,6,,3482,32019,124314,0,146461.7382
Kabul,Dih Sabz,102,2015q3,2015,3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78726,3,1445.4511320000001,,32019,0,0,0
Kabul,Dih Sabz,102,2013q4,2013,4,22,0.615085821,2.466128117,0.382551423,,0.486134578,0.5,1,0.125,0.875,60,3,0,0,0,0,0,0,0,5854,451075,147068.4367,3,16,0,0,0,0,0,12552,13,,4462,32019,5854,451075,147068.4367
Kabul,Dih Sabz,102,2002q3,2002,3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2015q2,2015,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367249,6,1495.596593,,32019,0,0,0
Kabul,Dih Sabz,102,2011q2,2011,2,12,-0.77327481,0.29021126,-0.347100927,,-0.130777345,0.1,0.775,0.375,0.4,40,2,1,4,0,0,0,0,0,378159,0,121275.4447,14,0,0,0,0,0,0,593773,0,,3482,32019,378159,0,121275.4447
Kabul,Dih Sabz,102,2014q1,2014,1,23,1.195502493,-0.278998901,0.282063509,,0.424253404,0.875,0.84375,0.375,0.46875,41,5,0,2,0,0,0,0,0,0,395085,75505.10622,0,14,0,0,0,0,0,15666,12,1136.414936,,32019,0,395085,75505.10622
Kabul,Dih Sabz,102,2004q4,2004,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2008q2,2008,2,,,,,,,,,,,19,8,2,0,0,0,0,0,0,46990,84339,105605.3609,3,9,0,0,0,0,0,,,,2054,32019,46990,84339,105605.3609
Kabul,Dih Sabz,102,2016q2,2016,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54439,1,,,32019,0,0,0
Kabul,Dih Sabz,102,2010q3,2010,3,9,1.153359785,0.838926129,,0.361813999,0.453273295,,,,,49,1,0,3,0,0,0,0,0,0,0,4594.285767,0,0,67309,26911,94220,3,3,41051,0,,3361,32019,67309,26911,98814.28577
Kabul,Dih Sabz,102,2008q4,2008,4,2,-0.973564947,,,-0.549014208,-0.341298324,,,,,22,7,0,0,0,0,0,0,0,3213,70994,26936.740960000003,1,4,0,0,0,0,0,,,,2054,32019,3213,70994,26936.740960000003
Kabul,Dih Sabz,102,2011q4,2011,4,14,-2.664902816,-0.350239221,-1.022252,-1.510443982,-1.552222169,-0.425,0.9,0.075,0.825,19,2,0,0,0,0,0,0,0,47663,0,149866.2382,1,0,0,0,0,0,0,438575,9,,3482,32019,47663,0,149866.2382
Kabul,Dih Sabz,102,2009q2,2009,2,4,0.779493582,,,,0.531648231,,,,,16,5,3,0,0,0,0,0,0,5478,33129,5335.5,1,1,0,0,0,0,0,,0,,1633,32019,5478,33129,5335.5
Kabul,Dih Sabz,102,2016q3,2016,3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2878,,,,32019,0,0,0
Kabul,Dih Sabz,102,2006q2,2006,2,,,,,,,,,,,13,2,3,2,0,0,0,0,0,39038,38511,83454.31437000001,6,2,0,0,0,0,0,,,,,32019,39038,38511,83454.31437000001
Kabul,Dih Sabz,102,2008q3,2008,3,1,,,,,,,,,,19,9,1,0,0,0,0,0,0,0,121844,59207.87005,0,6,0,0,0,0,0,,,,2054,32019,0,121844,59207.87005
Kabul,Dih Sabz,102,2003q4,2003,4,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2002q4,2002,4,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2007q1,2007,1,,,,,,,,,,,5,1,2,0,0,0,0,0,0,220652,62322,84197.97226000001,9,3,0,0,0,0,0,,,,,32019,220652,62322,84197.97226000001
Kabul,Dih Sabz,102,2005q1,2005,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2002q1,2002,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2010q2,2010,2,8,0.117627171,-0.085225229,,,0.021476768,,,,,33,5,1,1,0,0,0,0,0,64320,0,1531.428589,1,0,7665,0,3832.5,1,0,228480,0,,3361,32019,71985,0,5363.928589
Kabul,Dih Sabz,102,2014q4,2014,4,26,1.6649329,-0.460661718,0.705001928,0.172058123,0.689497772,1.375,0.9375,0.125,0.8125,86,3,1,0,0,13259.54,6629.77002,0,1,1311,32545,24488.89917,1,1,0,0,0,0,0,99739,9,1403.797894,,32019,1311,45804.54,31118.669189999997
Kabul,Dih Sabz,102,2014q2,2014,2,24,1.91331117,-0.773525459,0.576499675,-0.401101935,0.617011051,0.875,1,0.3125,0.6875,57,2,0,2,13259.54,0,2209.92334,1,0,46635,65245,61528.10584,2,3,0,0,0,0,0,9973,17,941.87672,,32019,59894.54,65245,63738.02918
Kabul,Dih Sabz,102,2006q1,2006,1,,,,,,,,,,,7,3,0,0,0,0,0,0,0,2203,194175,124366.56599999999,1,15,0,0,0,0,0,,,,,32019,2203,194175,124366.56599999999
Kabul,Dih Sabz,102,2007q3,2007,3,,,,,,,,,,,16,3,3,0,0,0,0,0,0,146907,74270,132910.9355,7,9,0,0,0,0,0,,,,,32019,146907,74270,132910.9355
Kabul,Dih Sabz,102,2010q4,2010,4,10,,,,,,,,,,38,3,0,0,0,0,0,0,0,390544,0,33960.39721,18,0,57564,85632,94204,4,3,427297,0,,3361,32019,448108,85632,128164.3972
Kabul,Dih Sabz,102,2011q1,2011,1,11,-0.464254168,1.416520728,,,0.029395685,,0.857142857,0.142857143,0.714285714,25,2,0,0,0,0,0,0,0,294131,0,56865.337360000005,11,0,0,19995,19995,0,2,363179,0,,3482,32019,294131,19995,76860.33736
Kabul,Dih Sabz,102,2015q1,2015,1,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0,114104,4677.508057,0,3,0,0,0,0,0,29684,9,1539.288703,,32019,0,114104,4677.508057
Kabul,Dih Sabz,102,2003q1,2003,1,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2004q1,2004,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2010q1,2010,1,7,,,,,,,,,,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299781,0,,3361,32019,0,0,0
Kabul,Dih Sabz,102,2004q2,2004,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32019,0,0,0
Kabul,Dih Sabz,102,2015q4,2015,4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34743,3,1564.861263,,32019,0,0,0
Kabul,Dih Sabz,102,2012q1,2012,1,15,2.592893192,-0.961243704,0.44216537,1.37384534,0.937618135,0.025,1,0,1,13,3,0,0,0,0,0,0,0,0,0,151568.4882,0,0,0,0,0,0,0,43020,9,,6287,32019,0,0,151568.4882
Kabul,Dih Sabz,102,2005q2,2005,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2944,0,981.3333435000001,1,0,0,0,0,0,0,,,,,32019,2944,0,981.3333435000001
Kabul,Dih Sabz,102,2009q3,2009,3,5,-0.299643004,,,,-0.89117516,,,,,43,10,5,3,0,0,0,0,0,0,5478,2739,0,1,0,0,0,0,0,,3,,1633,32019,0,5478,2739
Kabul,Dih Sabz,102,2013q3,2013,3,21,0.712468051,-0.223316811,0.50616628,-1.318158027,0.185087735,1.2,0.96875,0.21875,0.75,62,4,1,1,0,0,0,0,0,40993,219453,186903.0512,3,11,0,0,0,0,0,10977,12,,4462,32019,40993,219453,186903.0512
Kabul,Dih Sabz,102,2006q4,2006,4,,,,,,,,,,,6,1,1,0,0,0,0,0,0,0,36239,39043.459189999994,0,5,0,0,0,0,0,,,,,32019,0,36239,39043.459189999994
Kabul,Dih Sabz,102,2012q4,2012,4,18,0.796824749,-0.440476961,0.005928813,-2.087301846,0.261692851,-0.032258065,0.935483871,0.290322581,0.64516129,25,4,0,0,0,0,0,0,0,32310,62356,248607.7859,2,3,0,0,0,0,0,12627,16,,6287,32019,32310,62356,248607.7859
Kabul,Mir Bacha Kot,103,2008q2,2008,2,,,,,,,,,,,6,3,0,0,0,0,0,0,0,87942,42830,121501.8496,10,5,0,0,0,0,0,,,,69,79881,87942,42830,121501.8496
Kabul,Mir Bacha Kot,103,2015q2,2015,2,,,,,,,,,,,,,,,0,0,0,0,0,0,274609,99331.44614,0,8,0,0,0,0,0,113620,,157.179752,,79881,0,274609,99331.44614
Kabul,Mir Bacha Kot,103,2006q1,2006,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,93758,9949,75767.28061,3,2,0,0,0,0,0,,,,,79881,93758,9949,75767.28061
Kabul,Mir Bacha Kot,103,2012q2,2012,2,16,-2.051255658,0.165065764,-0.13237817,-1.991158869,-0.960086232,1.3125,0.9375,0.6875,0.25,2,0,0,0,0,0,0,0,0,0,54065,2564.387207,0,1,0,0,0,0,0,71370,,,529,79881,0,54065,2564.387207
Kabul,Mir Bacha Kot,103,2006q4,2006,4,,,,,,,,,,,1,0,0,0,0,0,0,0,0,88573,81755,100709.9758,4,6,0,0,0,0,0,,,,,79881,88573,81755,100709.9758
Kabul,Mir Bacha Kot,103,2008q1,2008,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,43738,125421,108306.1455,8,6,0,0,0,0,0,,,,69,79881,43738,125421,108306.1455
Kabul,Mir Bacha Kot,103,2009q1,2009,1,3,-0.306720014,,,-0.775232978,-0.273265715,,,,,0,0,0,0,0,0,0,0,0,30025,55189,68601.33362,2,8,0,0,0,0,0,,,,221,79881,30025,55189,68601.33362
Kabul,Mir Bacha Kot,103,2013q3,2013,3,21,0.902953878,-1.0863892,0.648930217,-0.068299321,0.763461041,0.875,1,0.25,0.75,7,1,0,0,0,0,0,0,0,177348,0,89724.71152000001,7,0,0,0,0,0,0,35427,,,499,79881,177348,0,89724.71152000001
